game_id,away_starter,home_starter,away_sp_era_actual,away_sp_fip_actual,away_sp_war_actual,away_sp_whip_actual,away_sp_gs,home_sp_era_actual,home_sp_fip_actual,home_sp_war_actual,home_sp_whip_actual,home_sp_gs
20020620LGSK0,만자니오,제춘모,4.32,4.71,2.03,1.57,29.0,4.68,4.63,0.8,1.4,27.0
20020620HDLT0,송신영,김영수,4.39,4.57,1.71,1.35,9.0,4.79,4.78,0.48,1.64,20.0
20020621OBHD0,이상훈,마일영,3.91,3.59,2.56,1.26,8.0,4.56,4.92,1.12,1.54,22.0
20020621LTSS0,염종석,임창용,4.36,3.88,1.18,1.36,30.0,3.08,3.74,5.7,1.09,29.0
20020621SKHH0,채병용,이상목,3.19,4.03,4.22,1.16,15.0,6.1,4.83,-0.04,1.32,6.0
20020621HTLG0,최상덕,최원호,4.47,4.89,1.24,1.38,23.0,4.41,5.86,1.99,1.36,27.0
20020623OBHD0,콜,토레스,4.01,4.08,2.84,1.43,27.0,4.19,4.97,2.27,1.36,28.0
20020623LTSS0,손민한,배영수,3.67,4.35,2.48,1.22,22.0,5.53,5.24,0.26,1.68,18.0
20020623SKHH0,김상진,송진우,4.71,4.52,1.5,1.29,16.0,2.99,3.36,6.31,1.15,30.0
20020623HTLG0,강철민,케펜,5.68,4.34,0.33,1.57,16.0,5.05,4.7,0.18,1.76,15.0
20020626SKHD0,제춘모,위재영,4.68,4.63,0.8,1.4,27.0,4.59,5.25,1.12,1.58,23.0
20020626HTSS0,김진우,엘비라,4.07,3.66,3.37,1.43,29.0,2.5,3.31,4.99,1.22,21.0
20020626HHOB0,피코타,박명환,3.51,2.95,2.54,1.55,8.0,3.44,3.19,3.98,1.3,29.0
20020626LGLT0,만자니오,김영수,4.32,4.71,2.03,1.57,29.0,4.79,4.78,0.48,1.64,20.0
20020627SKHD0,채병용,마일영,3.19,4.03,4.22,1.16,15.0,4.56,4.92,1.12,1.54,22.0
20020627HTSS0,키퍼,임창용,3.34,4.24,5.35,1.11,32.0,3.08,3.74,5.7,1.09,29.0
20020627HHOB0,정민철,레스,5.35,4.07,0.9,1.33,24.0,3.87,3.86,3.1,1.34,31.0
20020627LGLT0,서승화,염종석,5.94,5.38,-0.05,1.32,2.0,4.36,3.88,1.18,1.36,30.0
20020628HDHH0,김수경,한용덕,4.88,4.51,1.67,1.41,27.0,4.94,4.12,0.94,1.17,20.0
20020628LTHT0,손민한,최상덕,3.67,4.35,2.48,1.22,22.0,4.47,4.89,1.24,1.38,23.0
20020628SSLG0,오상민,최원호,5.48,4.95,0.0,1.34,3.0,4.41,5.86,1.99,1.36,27.0
20020630OBSK0,콜,김원형,4.01,4.08,2.84,1.43,27.0,5.25,5.76,0.01,1.44,12.0
20020630LTHT0,김사율,강철민,5.48,5.15,-0.19,1.61,11.0,5.68,4.34,0.33,1.57,16.0
20020630SSLG0,강영식,김민기,3.79,4.14,2.06,1.36,14.0,3.18,4.07,2.55,1.25,19.0
20020702HDHT0,임선동,김진우,4.51,4.3,1.22,1.34,20.0,4.07,3.66,3.37,1.43,29.0
20020702OBSS0,박명환,임창용,3.44,3.19,3.98,1.3,29.0,3.08,3.74,5.7,1.09,29.0
20020702HHLG0,피코타,만자니오,3.51,2.95,2.54,1.55,8.0,4.32,4.71,2.03,1.57,29.0
20020703OBSS0,레스,배영수,3.87,3.86,3.1,1.34,31.0,5.53,5.24,0.26,1.68,18.0
20020703HHLG0,송진우,최원호,2.99,3.36,6.31,1.15,30.0,4.41,5.86,1.99,1.36,27.0
20020703SKLT1,제춘모,염종석,4.68,4.63,0.8,1.4,27.0,4.36,3.88,1.18,1.36,30.0
20020703SKLT2,김상진,손민한,4.71,4.52,1.5,1.29,16.0,3.67,4.35,2.48,1.22,22.0
20020704OBSS0,구자운,패트릭,3.79,3.72,2.02,1.44,23.0,5.96,4.73,0.25,1.56,20.0
20020704HHLG0,한용덕,서승화,4.94,4.12,0.94,1.17,20.0,5.94,5.38,-0.05,1.32,2.0
20020704SKLT0,윤길현,김영수,7.29,6.3,-0.47,1.57,11.0,4.79,4.78,0.48,1.64,20.0
20020704HDHT1,토레스,키퍼,4.19,4.97,2.27,1.36,28.0,3.34,4.24,5.35,1.11,32.0
20020704HDHT2,위재영,최상덕,4.59,5.25,1.12,1.58,23.0,4.47,4.89,1.24,1.38,23.0
20020707LGHD0,김민기,김수경,3.18,4.07,2.55,1.25,19.0,4.88,4.51,1.67,1.41,27.0
20020707SSHH1,임창용,정민철,3.08,3.74,5.7,1.09,29.0,5.35,4.07,0.9,1.33,24.0
20020707SKOB1,조규제,박명환,4.23,4.71,1.18,1.37,8.0,3.44,3.19,3.98,1.3,29.0
20020707HTLT1,김진우,김사율,4.07,3.66,3.37,1.43,29.0,5.48,5.15,-0.19,1.61,11.0
20020707HTLT2,손혁,매기,3.72,5.8,0.22,1.34,5.0,3.7,3.37,1.34,1.48,13.0
20020707SKOB2,김원형,콜,5.25,5.76,0.01,1.44,12.0,4.01,4.08,2.84,1.43,27.0
20020709SSHD0,엘비라,임선동,2.5,3.31,4.99,1.22,21.0,4.51,4.3,1.22,1.34,20.0
20020709LTHH0,염종석,송진우,4.36,3.88,1.18,1.36,30.0,2.99,3.36,6.31,1.15,30.0
20020709LGOB0,만자니오,레스,4.32,4.71,2.03,1.57,29.0,3.87,3.86,3.1,1.34,31.0
20020709HTSK0,키퍼,제춘모,3.34,4.24,5.35,1.11,32.0,4.68,4.63,0.8,1.4,27.0
20020710SSHD0,패트릭,토레스,5.96,4.73,0.25,1.56,20.0,4.19,4.97,2.27,1.36,28.0
20020710LTHH0,손민한,한용덕,3.67,4.35,2.48,1.22,22.0,4.94,4.12,0.94,1.17,20.0
20020710LGOB0,최원호,구자운,4.41,5.86,1.99,1.36,27.0,3.79,3.72,2.02,1.44,23.0
20020710HTSK0,최상덕,김상진,4.47,4.89,1.24,1.38,23.0,4.71,4.52,1.5,1.29,16.0
20020711SSHD0,김진웅,마일영,6.97,4.11,-0.25,1.59,6.0,4.56,4.92,1.12,1.54,22.0
20020711LTHH0,김영수,지연규,4.79,4.78,0.48,1.64,20.0,5.35,4.14,0.3,1.56,16.0
20020711LGOB0,최향남,이혜천,4.46,5.33,0.91,1.4,23.0,4.67,4.2,0.44,1.49,3.0
20020711HTSK0,강철민,윤길현,5.68,4.34,0.33,1.57,16.0,7.29,6.3,-0.47,1.57,11.0
20020712OBHT0,콜,김진우,4.01,4.08,2.84,1.43,27.0,4.07,3.66,3.37,1.43,29.0
20020713SKSS0,조규제,임창용,4.23,4.71,1.18,1.37,8.0,3.08,3.74,5.7,1.09,29.0
20020713HHLG0,정민철,김민기,5.35,4.07,0.9,1.33,24.0,3.18,4.07,2.55,1.25,19.0
20020714SKSS0,제춘모,엘비라,4.68,4.63,0.8,1.4,27.0,2.5,3.31,4.99,1.22,21.0
20020714HDLT1,김수경,김사율,4.88,4.51,1.67,1.41,27.0,5.48,5.15,-0.19,1.61,11.0
20020714HDLT2,임선동,염종석,4.51,4.3,1.22,1.34,20.0,4.36,3.88,1.18,1.36,30.0
20020720SSOB0,임창용,레스,3.08,3.74,5.7,1.09,29.0,3.87,3.86,3.1,1.34,31.0
20020720LGSK0,만자니오,김원형,4.32,4.71,2.03,1.57,29.0,5.25,5.76,0.01,1.44,12.0
20020720HHLT0,정민철,염종석,5.35,4.07,0.9,1.33,24.0,4.36,3.88,1.18,1.36,30.0
20020721HDHT0,임선동,키퍼,4.51,4.3,1.22,1.34,20.0,3.34,4.24,5.35,1.11,32.0
20020721SSOB0,엘비라,박명환,2.5,3.31,4.99,1.22,21.0,3.44,3.19,3.98,1.3,29.0
20020721LGSK0,최향남,조규제,4.46,5.33,0.91,1.4,23.0,4.23,4.71,1.18,1.37,8.0
20020723HDSS0,김수경,강영식,4.88,4.51,1.67,1.41,27.0,3.79,4.14,2.06,1.36,14.0
20020723HTHH0,최상덕,송진우,4.47,4.89,1.24,1.38,23.0,2.99,3.36,6.31,1.15,30.0
20020723LGLT0,최원호,손민한,4.41,5.86,1.99,1.36,27.0,3.67,4.35,2.48,1.22,22.0
20020724HDSS0,마일영,패트릭,4.56,4.92,1.12,1.54,22.0,5.96,4.73,0.25,1.56,20.0
20020724HTHH0,손혁,한용덕,3.72,5.8,0.22,1.34,5.0,4.94,4.12,0.94,1.17,20.0
20020724SKOB0,제춘모,구자운,4.68,4.63,0.8,1.4,27.0,3.79,3.72,2.02,1.44,23.0
20020724LGLT0,김민기,김장현,3.18,4.07,2.55,1.25,19.0,5.26,4.8,0.39,1.38,13.0
20020725HDSS0,토레스,임창용,4.19,4.97,2.27,1.36,28.0,3.08,3.74,5.7,1.09,29.0
20020725HTHH0,김진우,지연규,4.07,3.66,3.37,1.43,29.0,5.35,4.14,0.3,1.56,16.0
20020725SKOB0,김상진,콜,4.71,4.52,1.5,1.29,16.0,4.01,4.08,2.84,1.43,27.0
20020725LGLT0,신윤호,김사율,6.45,4.93,-0.46,1.65,4.0,5.48,5.15,-0.19,1.61,11.0
20020726OBSS0,박명환,엘비라,3.44,3.19,3.98,1.3,29.0,2.5,3.31,4.99,1.22,21.0
20020726HTLG0,키퍼,케펜,3.34,4.24,5.35,1.11,32.0,5.05,4.7,0.18,1.76,15.0
20020726LTSK0,염종석,김원형,4.36,3.88,1.18,1.36,30.0,5.25,5.76,0.01,1.44,12.0
20020726HHHD0,정민철,위재영,5.35,4.07,0.9,1.33,24.0,4.59,5.25,1.12,1.58,23.0
20020727HHHD0,한용덕,임선동,4.94,4.12,0.94,1.17,20.0,4.51,4.3,1.22,1.34,20.0
20020727OBSS0,이재영,패트릭,2.96,3.2,2.6,1.14,3.0,5.96,4.73,0.25,1.56,20.0
20020727HTLG0,강철민,최향남,5.68,4.34,0.33,1.57,16.0,4.46,5.33,0.91,1.4,23.0
20020727LTSK0,김장현,조규제,5.26,4.8,0.39,1.38,13.0,4.23,4.71,1.18,1.37,8.0
20020728OBSS0,구자운,라형진,3.79,3.72,2.02,1.44,23.0,4.93,4.88,0.84,1.35,10.0
20020728HTLG0,가내영,최원호,2.52,3.87,0.6,1.6,3.0,4.41,5.86,1.99,1.36,27.0
20020728LTSK0,손민한,매기,3.67,4.35,2.48,1.22,22.0,6.23,5.11,-0.35,1.71,10.0
20020728HHHD0,송진우,김수경,2.99,3.36,6.31,1.15,30.0,4.88,4.51,1.67,1.41,27.0
20020730LTHT0,김장현,김진우,5.26,4.8,0.39,1.38,13.0,4.07,3.66,3.37,1.43,29.0
20020730SSHH0,임창용,최영필,3.08,3.74,5.7,1.09,29.0,7.77,4.83,-0.31,2.05,3.0
20020730OBLG0,레스,김민기,3.87,3.86,3.1,1.34,31.0,3.18,4.07,2.55,1.25,19.0
20020730SKHD0,제춘모,토레스,4.68,4.63,0.8,1.4,27.0,4.19,4.97,2.27,1.36,28.0
20020731LTHT0,김영수,손혁,4.79,4.78,0.48,1.64,20.0,3.72,5.8,0.22,1.34,5.0
20020731SSHH0,엘비라,정민철,2.5,3.31,4.99,1.22,21.0,5.35,4.07,0.9,1.33,24.0
20020731OBLG0,박명환,만자니오,3.44,3.19,3.98,1.3,29.0,4.32,4.71,2.03,1.57,29.0
20020731SKHD0,김상진,위재영,4.71,4.52,1.5,1.29,16.0,4.59,5.25,1.12,1.58,23.0
20020801SKHT0,김원형,키퍼,5.25,5.76,0.01,1.44,12.0,3.34,4.24,5.35,1.11,32.0
20020801HHOB0,지연규,콜,5.35,4.14,0.3,1.56,16.0,4.01,4.08,2.84,1.43,27.0
20020801LGLT0,신윤호,염종석,6.45,4.93,-0.46,1.65,4.0,4.36,3.88,1.18,1.36,30.0
20020802HDSS0,임선동,라형진,4.51,4.3,1.22,1.34,20.0,4.93,4.88,0.84,1.35,10.0
20020802SKHT0,조규제,리오스,4.23,4.71,1.18,1.37,8.0,3.14,4.22,4.84,1.17,13.0
20020802HHOB0,한용덕,구자운,4.94,4.12,0.94,1.17,20.0,3.79,3.72,2.02,1.44,23.0
20020802LGLT0,최향남,김사율,4.46,5.33,0.91,1.4,23.0,5.48,5.15,-0.19,1.61,11.0
20020803HTHD0,박진철,김수경,4.0,5.32,0.34,1.15,6.0,4.88,4.51,1.67,1.41,27.0
20020803SKHH0,매기,송진우,6.23,5.11,-0.35,1.71,10.0,2.99,3.36,6.31,1.15,30.0
20020803SSLG0,정현욱,최원호,4.0,3.33,0.47,1.33,2.0,4.41,5.86,1.99,1.36,27.0
20020803OBLT0,이혜천,손민한,4.67,4.2,0.44,1.49,3.0,3.67,4.35,2.48,1.22,22.0
20020804SKHH0,제춘모,이상목,4.68,4.63,0.8,1.4,27.0,6.1,4.83,-0.04,1.32,6.0
20020804OBLT0,레스,김장현,3.87,3.86,3.1,1.34,31.0,5.26,4.8,0.39,1.38,13.0
20020808HDLG0,토레스,최원호,4.19,4.97,2.27,1.36,28.0,4.41,5.86,1.99,1.36,27.0
20020808OBSK0,박명환,김상진,3.44,3.19,3.98,1.3,29.0,4.71,4.52,1.5,1.29,16.0
20020809LGHT0,최향남,키퍼,4.46,5.33,0.91,1.4,23.0,3.34,4.24,5.35,1.11,32.0
20020809SSOB0,임창용,콜,3.08,3.74,5.7,1.09,29.0,4.01,4.08,2.84,1.43,27.0
20020811SSOB0,엘비라,구자운,2.5,3.31,4.99,1.22,21.0,3.79,3.72,2.02,1.44,23.0
20020811HHSK0,송진우,김원형,2.99,3.36,6.31,1.15,30.0,5.25,5.76,0.01,1.44,12.0
20020813SKLG0,매기,최원호,6.23,5.11,-0.35,1.71,10.0,4.41,5.86,1.99,1.36,27.0
20020813OBHD0,레스,마일영,3.87,3.86,3.1,1.34,31.0,4.56,4.92,1.12,1.54,22.0
20020814OBHD0,박명환,토레스,3.44,3.19,3.98,1.3,29.0,4.19,4.97,2.27,1.36,28.0
20020814SKLG0,조규제,케펜,4.23,4.71,1.18,1.37,8.0,5.05,4.7,0.18,1.76,15.0
20020815LGHH0,최향남,정민철,4.46,5.33,0.91,1.4,23.0,5.35,4.07,0.9,1.33,24.0
20020815HTOB0,김진우,콜,4.07,3.66,3.37,1.43,29.0,4.01,4.08,2.84,1.43,27.0
20020815LTSK0,염종석,이승호,4.36,3.88,1.18,1.36,30.0,3.15,3.35,3.91,1.12,19.0
20020816HTOB0,키퍼,이경필,3.34,4.24,5.35,1.11,32.0,5.47,6.25,-0.06,2.03,5.0
20020816LGHH0,만자니오,송진우,4.32,4.71,2.03,1.57,29.0,2.99,3.36,6.31,1.15,30.0
20020816LTSK0,김영수,김상진,4.79,4.78,0.48,1.64,20.0,4.71,4.52,1.5,1.29,16.0
20020817SKHT0,제춘모,리오스,4.68,4.63,0.8,1.4,27.0,3.14,4.22,4.84,1.17,13.0
20020817LGHD0,김민기,김수경,3.18,4.07,2.55,1.25,19.0,4.88,4.51,1.67,1.41,27.0
20020818SKHT0,김원형,박진철,5.25,5.76,0.01,1.44,12.0,4.0,5.32,0.34,1.15,6.0
20020818SSHH0,엘비라,한용덕,2.5,3.31,4.99,1.22,21.0,4.94,4.12,0.94,1.17,20.0
20020820HTSS0,김진우,임창용,4.07,3.66,3.37,1.43,29.0,3.08,3.74,5.7,1.09,29.0
20020820HDOB0,임선동,레스,4.51,4.3,1.22,1.34,20.0,3.87,3.86,3.1,1.34,31.0
20020820LGSK0,케펜,매기,5.05,4.7,0.18,1.76,15.0,6.23,5.11,-0.35,1.71,10.0
20020820HHLT0,정민철,김장현,5.35,4.07,0.9,1.33,24.0,5.26,4.8,0.39,1.38,13.0
20020821HHLT0,지연규,염종석,5.35,4.14,0.3,1.56,16.0,4.36,3.88,1.18,1.36,30.0
20020821HTSS0,키퍼,패트릭,3.34,4.24,5.35,1.11,32.0,5.96,4.73,0.25,1.56,20.0
20020821HDOB0,마일영,콜,4.56,4.92,1.12,1.54,22.0,4.01,4.08,2.84,1.43,27.0
20020821LGSK0,최향남,이승호,4.46,5.33,0.91,1.4,23.0,3.15,3.35,3.91,1.12,19.0
20020822SSLT0,라형진,손민한,4.93,4.88,0.84,1.35,10.0,3.67,4.35,2.48,1.22,22.0
20020823SSLT0,엘비라,김영수,2.5,3.31,4.99,1.22,21.0,4.79,4.78,0.48,1.64,20.0
20020823HTHD1,리오스,토레스,3.14,4.22,4.84,1.17,13.0,4.19,4.97,2.27,1.36,28.0
20020823SKHH1,제춘모,송진우,4.68,4.63,0.8,1.4,27.0,2.99,3.36,6.31,1.15,30.0
20020823OBLG1,구자운,만자니오,3.79,3.72,2.02,1.44,23.0,4.32,4.71,2.03,1.57,29.0
20020823HTHD2,박진철,김수경,4.0,5.32,0.34,1.15,6.0,4.88,4.51,1.67,1.41,27.0
20020823SKHH2,김상진,한용덕,4.71,4.52,1.5,1.29,16.0,4.94,4.12,0.94,1.17,20.0
20020823OBLG2,박명환,김민기,3.44,3.19,3.98,1.3,29.0,3.18,4.07,2.55,1.25,19.0
20020824HHSS0,이상목,오상민,6.1,4.83,-0.04,1.32,6.0,5.48,4.95,0.0,1.34,3.0
20020824HTLG0,강철민,최원호,5.68,4.34,0.33,1.57,16.0,4.41,5.86,1.99,1.36,27.0
20020824OBSK0,이경필,이용훈,5.47,6.25,-0.06,2.03,5.0,8.64,5.57,-0.73,1.7,5.0
20020824LTHD0,김사율,위재영,5.48,5.15,-0.19,1.61,11.0,4.59,5.25,1.12,1.58,23.0
20020825HHSS0,정민철,임창용,5.35,4.07,0.9,1.33,24.0,3.08,3.74,5.7,1.09,29.0
20020825HTLG0,김진우,케펜,4.07,3.66,3.37,1.43,29.0,5.05,4.7,0.18,1.76,15.0
20020825OBSK0,레스,매기,3.87,3.86,3.1,1.34,31.0,6.23,5.11,-0.35,1.71,10.0
20020825LTHD0,김장현,임선동,5.26,4.8,0.39,1.38,13.0,4.51,4.3,1.22,1.34,20.0
20020827SKLT0,이승호,염종석,3.15,3.35,3.91,1.12,19.0,4.36,3.88,1.18,1.36,30.0
20020827HHHT0,지연규,키퍼,5.35,4.14,0.3,1.56,16.0,3.34,4.24,5.35,1.11,32.0
20020828SKLT0,김상진,손민한,4.71,4.52,1.5,1.29,16.0,3.67,4.35,2.48,1.22,22.0
20020828HHHT0,송진우,박진철,2.99,3.36,6.31,1.15,30.0,4.0,5.32,0.34,1.15,6.0
20020828LGSS0,김민기,엘비라,3.18,4.07,2.55,1.25,19.0,2.5,3.31,4.99,1.22,21.0
20020828HDOB1,마일영,콜,4.56,4.92,1.12,1.54,22.0,4.01,4.08,2.84,1.43,27.0
20020828HDOB2,김수경,구자운,4.88,4.51,1.67,1.41,27.0,3.79,3.72,2.02,1.44,23.0
20020829HHHT0,조규수,강철민,5.46,5.23,0.53,1.43,19.0,5.68,4.34,0.33,1.57,16.0
20020829LGSS0,최원호,라형진,4.41,5.86,1.99,1.36,27.0,4.93,4.88,0.84,1.35,10.0
20020829HDOB0,이상열,박명환,3.93,2.68,1.14,1.23,3.0,3.44,3.19,3.98,1.3,29.0
20020829SKLT0,제춘모,강상수,4.68,4.63,0.8,1.4,27.0,4.58,5.31,0.25,1.8,2.0
20020830SKHD0,이용훈,임선동,8.64,5.57,-0.73,1.7,5.0,4.51,4.3,1.22,1.34,20.0
20020830OBHH0,레스,한용덕,3.87,3.86,3.1,1.34,31.0,4.94,4.12,0.94,1.17,20.0
20020830LTLG0,김장현,최향남,5.26,4.8,0.39,1.38,13.0,4.46,5.33,0.91,1.4,23.0
20020901OBHH0,이경필,지연규,5.47,6.25,-0.06,2.03,5.0,5.35,4.14,0.3,1.56,16.0
20020901SKHD0,매기,토레스,6.23,5.11,-0.35,1.71,10.0,4.19,4.97,2.27,1.36,28.0
20020901LTLG1,김영수,만자니오,4.79,4.78,0.48,1.64,20.0,4.32,4.71,2.03,1.57,29.0
20020901LTLG2,염종석,케펜,4.36,3.88,1.18,1.36,30.0,5.05,4.7,0.18,1.76,15.0
20020902SKHD0,이승호,위재영,3.15,3.35,3.91,1.12,19.0,4.59,5.25,1.12,1.58,23.0
20020902OBHH0,이재영,정민철,2.96,3.2,2.6,1.14,3.0,5.35,4.07,0.9,1.33,24.0
20020902SSHT0,임창용,리오스,3.08,3.74,5.7,1.09,29.0,3.14,4.22,4.84,1.17,13.0
20020903SSSK0,배영수,김상진,5.53,5.24,0.26,1.68,18.0,4.71,4.52,1.5,1.29,16.0
20020903OBHD0,콜,마일영,4.01,4.08,2.84,1.43,27.0,4.56,4.92,1.12,1.54,22.0
20020903HHLG0,송진우,최원호,2.99,3.36,6.31,1.15,30.0,4.41,5.86,1.99,1.36,27.0
20020903HTLT0,김진우,손민한,4.07,3.66,3.37,1.43,29.0,3.67,4.35,2.48,1.22,22.0
20020904HTLT0,키퍼,강상수,3.34,4.24,5.35,1.11,32.0,4.58,5.31,0.25,1.8,2.0
20020904OBHD0,레스,김수경,3.87,3.86,3.1,1.34,31.0,4.88,4.51,1.67,1.41,27.0
20020904SSSK0,라형진,제춘모,4.93,4.88,0.84,1.35,10.0,4.68,4.63,0.8,1.4,27.0
20020905HHHT0,한용덕,강철민,4.94,4.12,0.94,1.17,20.0,5.68,4.34,0.33,1.57,16.0
20020905LGOB0,만자니오,박명환,4.32,4.71,2.03,1.57,29.0,3.44,3.19,3.98,1.3,29.0
20020905SSSK0,전병호,이용훈,3.88,4.92,1.26,1.34,3.0,8.64,5.57,-0.73,1.7,5.0
20020906LGOB0,최향남,구자운,4.46,5.33,0.91,1.4,23.0,3.79,3.72,2.02,1.44,23.0
20020906HDSK0,임선동,매기,4.51,4.3,1.22,1.34,20.0,6.23,5.11,-0.35,1.71,10.0
20020906HHHT2,최영필,최상덕,7.77,4.83,-0.31,2.05,3.0,4.47,4.89,1.24,1.38,23.0
20020907HTOB0,리오스,이경필,3.14,4.22,4.84,1.17,13.0,5.47,6.25,-0.06,2.03,5.0
20020907LGHH0,케펜,정민철,5.05,4.7,0.18,1.76,15.0,5.35,4.07,0.9,1.33,24.0
20020907LTSS0,김장현,임창용,5.26,4.8,0.39,1.38,13.0,3.08,3.74,5.7,1.09,29.0
20020907HDSK0,토레스,이승호,4.19,4.97,2.27,1.36,28.0,3.15,3.35,3.91,1.12,19.0
20020908HTOB0,김진우,콜,4.07,3.66,3.37,1.43,29.0,4.01,4.08,2.84,1.43,27.0
20020908LGHH0,최원호,송진우,4.41,5.86,1.99,1.36,27.0,2.99,3.36,6.31,1.15,30.0
20020908LTSS0,김영수,엘비라,4.79,4.78,0.48,1.64,20.0,2.5,3.31,4.99,1.22,21.0
20020908HDSK0,위재영,김상진,4.59,5.25,1.12,1.58,23.0,4.71,4.52,1.5,1.29,16.0
20020910HTHD0,키퍼,김수경,3.34,4.24,5.35,1.11,32.0,4.88,4.51,1.67,1.41,27.0
20020910LGSS0,만자니오,전병호,4.32,4.71,2.03,1.57,29.0,3.88,4.92,1.26,1.34,3.0
20020910LTHH0,염종석,조규수,4.36,3.88,1.18,1.36,30.0,5.46,5.23,0.53,1.43,19.0
20020910SKOB0,제춘모,레스,4.68,4.63,0.8,1.4,27.0,3.87,3.86,3.1,1.34,31.0
20020911HDHH0,마일영,한용덕,4.56,4.92,1.12,1.54,22.0,4.94,4.12,0.94,1.17,20.0
20020911SKOB1,매기,박명환,6.23,5.11,-0.35,1.71,10.0,3.44,3.19,3.98,1.3,29.0
20020911SKOB2,김원형,구자운,5.25,5.76,0.01,1.44,12.0,3.79,3.72,2.02,1.44,23.0
20020912OBLT0,이경필,김장현,5.47,6.25,-0.06,2.03,5.0,5.26,4.8,0.39,1.38,13.0
20020912HDHH0,임선동,정민철,4.51,4.3,1.22,1.34,20.0,5.35,4.07,0.9,1.33,24.0
20020912SSLG0,강영식,케펜,3.79,4.14,2.06,1.36,14.0,5.05,4.7,0.18,1.76,15.0
20020912HTSK0,리오스,이승호,3.14,4.22,4.84,1.17,13.0,3.15,3.35,3.91,1.12,19.0
20020913HDHH0,토레스,송진우,4.19,4.97,2.27,1.36,28.0,2.99,3.36,6.31,1.15,30.0
20020913SSLG0,엘비라,김민기,2.5,3.31,4.99,1.22,21.0,3.18,4.07,2.55,1.25,19.0
20020913HTSK0,김진우,김상진,4.07,3.66,3.37,1.43,29.0,4.71,4.52,1.5,1.29,16.0
20020913OBLT0,콜,김영수,4.01,4.08,2.84,1.43,27.0,4.79,4.78,0.48,1.64,20.0
20020914HDHT0,위재영,최상덕,4.59,5.25,1.12,1.58,23.0,4.47,4.89,1.24,1.38,23.0
20020914SKLT0,이용훈,노승욱,8.64,5.57,-0.73,1.7,5.0,5.35,5.03,0.23,1.39,2.0
20020914HHSS0,지연규,배영수,5.35,4.14,0.3,1.56,16.0,5.53,5.24,0.26,1.68,18.0
20020914LGOB0,최향남,레스,4.46,5.33,0.91,1.4,23.0,3.87,3.86,3.1,1.34,31.0
20020915SKLT0,제춘모,염종석,4.68,4.63,0.8,1.4,27.0,4.36,3.88,1.18,1.36,30.0
20020915LGOB0,만자니오,박명환,4.32,4.71,2.03,1.57,29.0,3.44,3.19,3.98,1.3,29.0
20020916HDHT0,송신영,키퍼,4.39,4.57,1.71,1.35,9.0,3.34,4.24,5.35,1.11,32.0
20020917LTHT0,김장현,리오스,5.26,4.8,0.39,1.38,13.0,3.14,4.22,4.84,1.17,13.0
20020917HHOB0,조규수,구자운,5.46,5.23,0.53,1.43,19.0,3.79,3.72,2.02,1.44,23.0
20020917LGHD0,케펜,마일영,5.05,4.7,0.18,1.76,15.0,4.56,4.92,1.12,1.54,22.0
20020917SSSK0,임창용,매기,3.08,3.74,5.7,1.09,29.0,6.23,5.11,-0.35,1.71,10.0
20020918LTHT0,김영수,김진우,4.79,4.78,0.48,1.64,20.0,4.07,3.66,3.37,1.43,29.0
20020918SSSK0,엘비라,김원형,2.5,3.31,4.99,1.22,21.0,5.25,5.76,0.01,1.44,12.0
20020918HHOB0,송진우,최용호,2.99,3.36,6.31,1.15,30.0,4.91,3.82,0.13,1.77,1.0
20020918LGHD1,최원호,김수경,4.41,5.86,1.99,1.36,27.0,4.88,4.51,1.67,1.41,27.0
20020918LGHD2,김민기,이상열,3.18,4.07,2.55,1.25,19.0,3.93,2.68,1.14,1.23,3.0
20020919LGHD0,최향남,토레스,4.46,5.33,0.91,1.4,23.0,4.19,4.97,2.27,1.36,28.0
20020919SSSK0,노병오,이승호,3.78,4.04,1.24,1.11,4.0,3.15,3.35,3.91,1.12,19.0
20020919LTOB1,노승욱,레스,5.35,5.03,0.23,1.39,2.0,3.87,3.86,3.1,1.34,31.0
20020919LTOB2,김사율,이상훈,5.48,5.15,-0.19,1.61,11.0,3.91,3.59,2.56,1.26,8.0
20020920HDHH0,위재영,정민철,4.59,5.25,1.12,1.58,23.0,5.35,4.07,0.9,1.33,24.0
20020920HTSK0,키퍼,김상진,3.34,4.24,5.35,1.11,32.0,4.71,4.52,1.5,1.29,16.0
20020920LTOB0,염종석,박명환,4.36,3.88,1.18,1.36,30.0,3.44,3.19,3.98,1.3,29.0
20020921HDHH0,송신영,지연규,4.39,4.57,1.71,1.35,9.0,5.35,4.14,0.3,1.56,16.0
20020921HTLT0,리오스,임경완,3.14,4.22,4.84,1.17,13.0,6.29,5.48,-0.53,1.58,3.0
20020921SKLG0,제춘모,최향남,4.68,4.63,0.8,1.4,27.0,4.46,5.33,0.91,1.4,23.0
20020922HDHH0,마일영,조규수,4.56,4.92,1.12,1.54,22.0,5.46,5.23,0.53,1.43,19.0
20020922SKLG0,매기,케펜,6.23,5.11,-0.35,1.71,10.0,5.05,4.7,0.18,1.76,15.0
20020922HTLT0,김진우,김장현,4.07,3.66,3.37,1.43,29.0,5.26,4.8,0.39,1.38,13.0
20020924SSHD0,엘비라,토레스,2.5,3.31,4.99,1.22,21.0,4.19,4.97,2.27,1.36,28.0
