game_id,away_starter,home_starter,away_sp_era_actual,away_sp_fip_actual,away_sp_war_actual,away_sp_whip_actual,away_sp_gs,home_sp_era_actual,home_sp_fip_actual,home_sp_war_actual,home_sp_whip_actual,home_sp_gs
20220708SKSS0,김광현,허윤동,2.13,3.14,6.63,1.07,28.0,6.55,6.13,0.03,1.78,12.0
20220708LTKT0,반즈,벤자민,3.62,3.21,4.46,1.2,31.0,2.7,4.04,3.1,1.02,17.0
20220708HHHT0,김민우,이의리,4.36,4.61,2.86,1.39,29.0,3.86,4.23,2.21,1.31,28.0
20220708NCWO0,루친스키,한현희,2.97,2.8,4.99,1.13,31.0,4.75,4.54,0.91,1.38,14.0
20220709NCWO0,송명기,최원태,4.51,4.75,0.94,1.58,22.0,3.75,4.18,1.9,1.26,20.0
20220709LGOB0,임찬규,박신지,5.04,4.5,0.89,1.47,23.0,6.71,5.86,-0.76,2.01,9.0
20220709SKSS0,이태양,수아레즈,3.62,4.76,2.4,1.25,17.0,2.49,2.94,5.54,1.16,29.0
20220709LTKT0,스파크맨,소형준,5.31,3.68,0.71,1.65,19.0,3.05,3.41,4.75,1.15,27.0
20220709HHHT0,페냐,임기영,3.72,3.39,1.31,1.37,13.0,4.24,4.81,2.44,1.34,23.0
20220710NCWO0,구창모,안우진,2.1,3.03,4.3,1.08,19.0,2.11,2.09,7.77,0.95,30.0
20220710LGOB0,켈리,이영하,2.54,2.89,5.47,1.08,27.0,4.93,4.23,0.09,1.68,20.0
20220710SKSS0,오원석,백정현,4.5,4.48,2.11,1.5,24.0,5.27,5.62,1.18,1.53,24.0
20220710LTKT0,박세웅,배제성,3.89,2.84,2.82,1.34,28.0,4.21,3.96,1.79,1.39,18.0
20220710HHHT0,라미레즈,한승혁,4.13,4.8,1.13,1.36,13.0,5.27,4.0,0.08,1.74,16.0
20220712HTLG0,양현종,이민호,3.85,3.66,2.93,1.25,30.0,5.51,4.95,0.43,1.58,26.0
20220712WOSK0,요키시,노경은,2.57,2.86,5.74,1.09,30.0,3.05,3.86,2.49,1.15,8.0
20220712HHLT0,장민재,이인복,3.55,4.74,2.89,1.29,25.0,4.19,3.78,2.6,1.44,23.0
20220712OBNC0,곽빈,신민혁,3.78,3.99,2.8,1.37,27.0,4.56,4.12,1.6,1.34,23.0
20220712SSKT0,원태인,데스파이네,3.92,3.72,3.8,1.29,27.0,4.53,3.98,2.22,1.51,29.0
20220713HHLT0,남지민,반즈,6.37,5.51,-0.19,1.73,20.0,3.62,3.21,4.46,1.2,31.0
20220713OBNC0,스탁,이재학,3.6,4.09,2.07,1.48,29.0,4.75,4.57,0.82,1.42,17.0
20220714HTLG0,파노니,플럿코,2.72,3.27,2.44,1.23,14.0,2.39,3.19,5.29,1.01,28.0
20220714WOSK0,정찬헌,폰트,5.36,5.56,0.38,1.53,20.0,2.69,3.31,5.78,0.95,28.0
20220714HHLT0,페냐,스파크맨,3.72,3.39,1.31,1.37,13.0,5.31,3.68,0.71,1.65,19.0
20220714OBNC0,최원준,루친스키,3.6,4.41,2.73,1.33,30.0,2.97,2.8,4.99,1.13,31.0
20220714SSKT0,뷰캐넌,고영표,3.04,3.61,4.85,1.34,26.0,3.26,2.75,5.43,1.17,28.0
20220722KTHH0,벤자민,라미레즈,2.7,4.04,3.1,1.02,17.0,4.13,4.8,1.13,1.36,13.0
20220722SKOB0,김광현,스탁,2.13,3.14,6.63,1.07,28.0,3.6,4.09,2.07,1.48,29.0
20220722HTLT0,파노니,반즈,2.72,3.27,2.44,1.23,14.0,3.62,3.21,4.46,1.2,31.0
20220722LGNC0,켈리,구창모,2.54,2.89,5.47,1.08,27.0,2.1,3.03,4.3,1.08,19.0
20220722SSWO0,원태인,안우진,3.92,3.72,3.8,1.29,27.0,2.11,2.09,7.77,0.95,30.0
20220723SSWO0,뷰캐넌,요키시,3.04,3.61,4.85,1.34,26.0,2.57,2.86,5.74,1.09,30.0
20220723KTHH0,고영표,김민우,3.26,2.75,5.43,1.17,28.0,4.36,4.61,2.86,1.39,29.0
20220723HTLT0,양현종,박세웅,3.85,3.66,2.93,1.25,30.0,3.89,2.84,2.82,1.34,28.0
20220723LGNC0,김윤식,이용준,3.31,3.29,2.83,1.33,23.0,8.59,6.04,-0.61,2.09,2.0
20220724SSWO0,허윤동,애플러,6.55,6.13,0.03,1.78,12.0,4.3,4.37,2.14,1.51,25.0
20220724KTHH0,소형준,페냐,3.05,3.41,4.75,1.15,27.0,3.72,3.39,1.31,1.37,13.0
20220724SKOB0,폰트,곽빈,2.69,3.31,5.78,0.95,28.0,3.78,3.99,2.8,1.37,27.0
20220724HTLT0,이의리,스파크맨,3.86,4.23,2.21,1.31,28.0,5.31,3.68,0.71,1.65,19.0
20220724LGNC0,배재준,루친스키,2.3,3.83,0.89,1.18,5.0,2.97,2.8,4.99,1.13,31.0
20220726LTOB0,김진욱,최원준,6.36,4.55,0.02,1.67,12.0,3.6,4.41,2.73,1.33,30.0
20220726LGSK0,플럿코,오원석,2.39,3.19,5.29,1.01,28.0,4.5,4.48,2.11,1.5,24.0
20220726WOKT0,한현희,데스파이네,4.75,4.54,0.91,1.38,14.0,4.53,3.98,2.22,1.51,29.0
20220726NCHT0,신민혁,임기영,4.56,4.12,1.6,1.34,23.0,4.24,4.81,2.44,1.34,23.0
20220726HHSS0,장민재,백정현,3.55,4.74,2.89,1.29,25.0,5.27,5.62,1.18,1.53,24.0
20220727LTOB0,이인복,이영하,4.19,3.78,2.6,1.44,23.0,4.93,4.23,0.09,1.68,20.0
20220727LGSK0,임찬규,모리만도,5.04,4.5,0.89,1.47,23.0,1.67,2.99,3.09,1.06,12.0
20220727WOKT0,정찬헌,엄상백,5.36,5.56,0.38,1.53,20.0,2.95,3.6,4.19,1.22,22.0
20220727NCHT0,이재학,놀린,4.75,4.57,0.82,1.42,17.0,2.47,3.05,4.11,1.12,21.0
20220727HHSS0,남지민,수아레즈,6.37,5.51,-0.19,1.73,20.0,2.49,2.94,5.54,1.16,29.0
20220728LTOB0,반즈,스탁,3.62,3.21,4.46,1.2,31.0,3.6,4.09,2.07,1.48,29.0
20220728LGSK0,켈리,김광현,2.54,2.89,5.47,1.08,27.0,2.13,3.14,6.63,1.07,28.0
20220728WOKT0,안우진,벤자민,2.11,2.09,7.77,0.95,30.0,2.7,4.04,3.1,1.02,17.0
20220728NCHT0,구창모,파노니,2.1,3.03,4.3,1.08,19.0,2.72,3.27,2.44,1.23,14.0
20220729OBHH0,최승용,김민우,5.3,4.58,0.62,1.58,15.0,4.36,4.61,2.86,1.39,29.0
20220729KTLG0,고영표,김윤식,3.26,2.75,5.43,1.17,28.0,3.31,3.29,2.83,1.33,23.0
20220729LTSS0,스파크맨,황동재,5.31,3.68,0.71,1.65,19.0,7.06,4.85,-0.56,1.84,13.0
20220729WONC0,요키시,송명기,2.57,2.86,5.74,1.09,30.0,4.51,4.75,0.94,1.58,22.0
20220729SKHT0,이태양,양현종,3.62,4.76,2.4,1.25,17.0,3.85,3.66,2.93,1.25,30.0
20220730OBHH0,박신지,페냐,6.71,5.86,-0.76,2.01,9.0,3.72,3.39,1.31,1.37,13.0
20220730KTLG0,소형준,배재준,3.05,3.41,4.75,1.15,27.0,2.3,3.83,0.89,1.18,5.0
20220730LTSS0,박세웅,허윤동,3.89,2.84,2.82,1.34,28.0,6.55,6.13,0.03,1.78,12.0
20220730SKHT0,폰트,이의리,2.69,3.31,5.78,0.95,28.0,3.86,4.23,2.21,1.31,28.0
20220731SKHT0,박종훈,임기영,6.0,5.06,0.05,1.52,11.0,4.24,4.81,2.44,1.34,23.0
20220802HTHH0,놀린,장민재,2.47,3.05,4.11,1.12,21.0,3.55,4.74,2.89,1.29,25.0
20220802LGLT0,플럿코,이인복,2.39,3.19,5.29,1.01,28.0,4.19,3.78,2.6,1.44,23.0
20220802SKWO0,모리만도,정찬헌,1.67,2.99,3.09,1.06,12.0,5.36,5.56,0.38,1.53,20.0
20220803HTHH0,파노니,남지민,2.72,3.27,2.44,1.23,14.0,6.37,5.51,-0.19,1.73,20.0
20220803SSOB0,수아레즈,최원준,2.49,2.94,5.54,1.16,29.0,3.6,4.41,2.73,1.33,30.0
20220803LGLT0,임찬규,반즈,5.04,4.5,0.89,1.47,23.0,3.62,3.21,4.46,1.2,31.0
20220803KTNC0,데스파이네,구창모,4.53,3.98,2.22,1.51,29.0,2.1,3.03,4.3,1.08,19.0
20220803SKWO0,김광현,안우진,2.13,3.14,6.63,1.07,28.0,2.11,2.09,7.77,0.95,30.0
20220804HTHH0,양현종,라미레즈,3.85,3.66,2.93,1.25,30.0,4.13,4.8,1.13,1.36,13.0
20220804SSOB0,원태인,이영하,3.92,3.72,3.8,1.29,27.0,4.93,4.23,0.09,1.68,20.0
20220804LGLT0,김윤식,박세웅,3.31,3.29,2.83,1.33,23.0,3.89,2.84,2.82,1.34,28.0
20220804KTNC0,벤자민,송명기,2.7,4.04,3.1,1.02,17.0,4.51,4.75,0.94,1.58,22.0
20220804SKWO0,이태양,요키시,3.62,4.76,2.4,1.25,17.0,2.57,2.86,5.74,1.09,30.0
20220805WOLG0,최원태,켈리,3.75,4.18,1.9,1.26,20.0,2.54,2.89,5.47,1.08,27.0
20220805SSSK0,황동재,폰트,7.06,4.85,-0.56,1.84,13.0,2.69,3.31,5.78,0.95,28.0
20220805NCLT0,신민혁,나균안,4.56,4.12,1.6,1.34,23.0,3.98,2.73,2.12,1.38,13.0
20220805HHKT0,김민우,고영표,4.36,4.61,2.86,1.39,29.0,3.26,2.75,5.43,1.17,28.0
20220805OBHT0,브랜든,이의리,3.6,4.35,1.29,1.23,11.0,3.86,4.23,2.21,1.31,28.0
20220806WOLG0,한현희,이민호,4.75,4.54,0.91,1.38,14.0,5.51,4.95,0.43,1.58,26.0
20220806SSSK0,허윤동,박종훈,6.55,6.13,0.03,1.78,12.0,6.0,5.06,0.05,1.52,11.0
20220806NCLT0,루친스키,최영환,2.97,2.8,4.99,1.13,31.0,,,,,
20220806HHKT0,페냐,소형준,3.72,3.39,1.31,1.37,13.0,3.05,3.41,4.75,1.15,27.0
20220806OBHT0,스탁,임기영,3.6,4.09,2.07,1.48,29.0,4.24,4.81,2.44,1.34,23.0
20220807WOLG0,애플러,플럿코,4.3,4.37,2.14,1.51,25.0,2.39,3.19,5.29,1.01,28.0
20220807SSSK0,장필준,모리만도,5.7,4.42,-0.04,1.77,1.0,1.67,2.99,3.09,1.06,12.0
20220807NCLT0,김태경,이인복,3.25,4.93,1.31,1.29,7.0,4.19,3.78,2.6,1.44,23.0
20220807HHKT0,장민재,엄상백,3.55,4.74,2.89,1.29,25.0,2.95,3.6,4.19,1.22,22.0
20220807OBHT0,곽빈,놀린,3.78,3.99,2.8,1.37,27.0,2.47,3.05,4.11,1.12,21.0
20220810NCOB0,이재학,최원준,4.75,4.57,0.82,1.42,17.0,3.6,4.41,2.73,1.33,30.0
20220810KTSK0,벤자민,김광현,2.7,4.04,3.1,1.02,17.0,2.13,3.14,6.63,1.07,28.0
20220810HTSS0,파노니,수아레즈,2.72,3.27,2.44,1.23,14.0,2.49,2.94,5.54,1.16,29.0
20220810LTWO0,스트레일리,안우진,2.31,3.93,1.9,1.22,11.0,2.11,2.09,7.77,0.95,30.0
20220811NCOB0,신민혁,브랜든,4.56,4.12,1.6,1.34,23.0,3.6,4.35,1.29,1.23,11.0
20220811KTSK0,데스파이네,오원석,4.53,3.98,2.22,1.51,29.0,4.5,4.48,2.11,1.5,24.0
20220811LTWO0,반즈,요키시,3.62,3.21,4.46,1.2,31.0,2.57,2.86,5.74,1.09,30.0
20220812LGHH0,이민호,라미레즈,5.51,4.95,0.43,1.58,26.0,4.13,4.8,1.13,1.36,13.0
20220812NCOB0,루친스키,스탁,2.97,2.8,4.99,1.13,31.0,3.6,4.09,2.07,1.48,29.0
20220812KTSK0,고영표,폰트,3.26,2.75,5.43,1.17,28.0,2.69,3.31,5.78,0.95,28.0
20220812HTSS0,양현종,원태인,3.85,3.66,2.93,1.25,30.0,3.92,3.72,3.8,1.29,27.0
20220812LTWO0,박세웅,최원태,3.89,2.84,2.82,1.34,28.0,3.75,4.18,1.9,1.26,20.0
20220813WOHH0,애플러,남지민,4.3,4.37,2.14,1.51,25.0,6.37,5.51,-0.19,1.73,20.0
20220813SKOB0,박종훈,이영하,6.0,5.06,0.05,1.52,11.0,4.93,4.23,0.09,1.68,20.0
20220813SSKT0,황동재,엄상백,7.06,4.85,-0.56,1.84,13.0,2.95,3.6,4.19,1.22,22.0
20220813LTHT0,나균안,이의리,3.98,2.73,2.12,1.38,13.0,3.86,4.23,2.21,1.31,28.0
20220814WOHH0,정찬헌,페냐,5.36,5.56,0.38,1.53,20.0,3.72,3.39,1.31,1.37,13.0
20220814SKOB0,모리만도,곽빈,1.67,2.99,3.09,1.06,12.0,3.78,3.99,2.8,1.37,27.0
20220814LGNC0,임찬규,김태경,5.04,4.5,0.89,1.47,23.0,3.25,4.93,1.31,1.29,7.0
20220814SSKT0,백정현,배제성,5.27,5.62,1.18,1.53,24.0,4.21,3.96,1.79,1.39,18.0
20220814LTHT0,서준원,놀린,4.8,3.95,0.93,1.47,4.0,2.47,3.05,4.11,1.12,21.0
20220816SSLG0,수아레즈,플럿코,2.49,2.94,5.54,1.16,29.0,2.39,3.19,5.29,1.01,28.0
20220816WOKT0,안우진,데스파이네,2.11,2.09,7.77,0.95,30.0,4.53,3.98,2.22,1.51,29.0
20220817SSLG0,양창섭,김윤식,8.41,6.29,-0.2,1.77,6.0,3.31,3.29,2.83,1.33,23.0
20220817OBLT0,최원준,반즈,3.6,4.41,2.73,1.33,30.0,3.62,3.21,4.46,1.2,31.0
20220817HHNC0,김민우,이재학,4.36,4.61,2.86,1.39,29.0,4.75,4.57,0.82,1.42,17.0
20220817WOKT0,요키시,벤자민,2.57,2.86,5.74,1.09,30.0,2.7,4.04,3.1,1.02,17.0
20220817SKHT0,김광현,파노니,2.13,3.14,6.63,1.07,28.0,2.72,3.27,2.44,1.23,14.0
20220818SSHH0,원태인,라미레즈,3.92,3.72,3.8,1.29,27.0,4.13,4.8,1.13,1.36,13.0
20220818WOOB0,최원태,브랜든,3.75,4.18,1.9,1.26,20.0,3.6,4.35,1.29,1.23,11.0
20220818LGSK0,이민호,폰트,5.51,4.95,0.43,1.58,26.0,2.69,3.31,5.78,0.95,28.0
20220818KTLT0,배제성,스트레일리,4.21,3.96,1.79,1.39,18.0,2.31,3.93,1.9,1.22,11.0
20220818NCHT0,루친스키,양현종,2.97,2.8,4.99,1.13,31.0,3.85,3.66,2.93,1.25,30.0
20220819SSHH0,최하늘,장민재,6.15,5.78,0.14,1.69,5.0,3.55,4.74,2.89,1.29,25.0
20220819KTLT0,엄상백,박세웅,2.95,3.6,4.19,1.22,22.0,3.89,2.84,2.82,1.34,28.0
20220819NCHT0,송명기,이의리,4.51,4.75,0.94,1.58,22.0,3.86,4.23,2.21,1.31,28.0
20220820SKWO0,박종훈,정찬헌,6.0,5.06,0.05,1.52,11.0,5.36,5.56,0.38,1.53,20.0
20220820OBLG0,스탁,켈리,3.6,4.09,2.07,1.48,29.0,2.54,2.89,5.47,1.08,27.0
20220820HHLT0,페냐,나균안,3.72,3.39,1.31,1.37,13.0,3.98,2.73,2.12,1.38,13.0
20220820HTKT0,놀린,소형준,2.47,3.05,4.11,1.12,21.0,3.05,3.41,4.75,1.15,27.0
20220821SKWO0,모리만도,안우진,1.67,2.99,3.09,1.06,12.0,2.11,2.09,7.77,0.95,30.0
20220821OBLG0,곽빈,임찬규,3.78,3.99,2.8,1.37,27.0,5.04,4.5,0.89,1.47,23.0
20220821HHLT0,남지민,서준원,6.37,5.51,-0.19,1.73,20.0,4.8,3.95,0.93,1.47,4.0
20220821NCSS0,구창모,백정현,2.1,3.03,4.3,1.08,19.0,5.27,5.62,1.18,1.53,24.0
20220821HTKT0,임기영,데스파이네,4.24,4.81,2.44,1.34,23.0,4.53,3.98,2.22,1.51,29.0
20220823LGHH0,플럿코,김민우,2.39,3.19,5.29,1.01,28.0,4.36,4.61,2.86,1.39,29.0
20220823KTOB0,벤자민,최원준,2.7,4.04,3.1,1.02,17.0,3.6,4.41,2.73,1.33,30.0
20220823SSSK0,수아레즈,김광현,2.49,2.94,5.54,1.16,29.0,2.13,3.14,6.63,1.07,28.0
20220823LTNC0,스트레일리,신민혁,2.31,3.93,1.9,1.22,11.0,4.56,4.12,1.6,1.34,23.0
20220823HTWO0,파노니,요키시,2.72,3.27,2.44,1.23,14.0,2.57,2.86,5.74,1.09,30.0
20220824LGHH0,이민호,라미레즈,5.51,4.95,0.43,1.58,26.0,4.13,4.8,1.13,1.36,13.0
20220824KTOB0,고영표,브랜든,3.26,2.75,5.43,1.17,28.0,3.6,4.35,1.29,1.23,11.0
20220824SSSK0,양창섭,이태양,8.41,6.29,-0.2,1.77,6.0,3.62,4.76,2.4,1.25,17.0
20220824LTNC0,반즈,루친스키,3.62,3.21,4.46,1.2,31.0,2.97,2.8,4.99,1.13,31.0
20220824HTWO0,양현종,윤정현,3.85,3.66,2.93,1.25,30.0,6.35,5.15,0.01,1.72,2.0
20220825OBHH0,최승용,장민재,5.3,4.58,0.62,1.58,15.0,3.55,4.74,2.89,1.29,25.0
20220825HTLG0,이의리,김윤식,3.86,4.23,2.21,1.31,28.0,3.31,3.29,2.83,1.33,23.0
20220825SSLT0,원태인,박세웅,3.92,3.72,3.8,1.29,27.0,3.89,2.84,2.82,1.34,28.0
20220825WONC0,애플러,송명기,4.3,4.37,2.14,1.51,25.0,4.51,4.75,0.94,1.58,22.0
20220825SKKT0,오원석,엄상백,4.5,4.48,2.11,1.5,24.0,2.95,3.6,4.19,1.22,22.0
20220826OBHH0,스탁,페냐,3.6,4.09,2.07,1.48,29.0,3.72,3.39,1.31,1.37,13.0
20220826HTLG0,놀린,켈리,2.47,3.05,4.11,1.12,21.0,2.54,2.89,5.47,1.08,27.0
20220826SSLT0,최하늘,나균안,6.15,5.78,0.14,1.69,5.0,3.98,2.73,2.12,1.38,13.0
20220826WONC0,김선기,더모디,5.15,3.84,-0.01,1.58,2.0,4.54,3.92,0.13,1.39,8.0
20220826SKKT0,박종훈,소형준,6.0,5.06,0.05,1.52,11.0,3.05,3.41,4.75,1.15,27.0
20220827WOLG0,안우진,임찬규,2.11,2.09,7.77,0.95,30.0,5.04,4.5,0.89,1.47,23.0
20220827LTSK0,서준원,모리만도,4.8,3.95,0.93,1.47,4.0,1.67,2.99,3.09,1.06,12.0
20220827HHSS0,남지민,백정현,6.37,5.51,-0.19,1.73,20.0,5.27,5.62,1.18,1.53,24.0
20220827KTNC0,데스파이네,구창모,4.53,3.98,2.22,1.51,29.0,2.1,3.03,4.3,1.08,19.0
20220827OBHT0,곽빈,임기영,3.78,3.99,2.8,1.37,27.0,4.24,4.81,2.44,1.34,23.0
20220828WOLG0,요키시,플럿코,2.57,2.86,5.74,1.09,30.0,2.39,3.19,5.29,1.01,28.0
20220828LTSK0,스트레일리,김광현,2.31,3.93,1.9,1.22,11.0,2.13,3.14,6.63,1.07,28.0
20220828HHSS0,김민우,뷰캐넌,4.36,4.61,2.86,1.39,29.0,3.04,3.61,4.85,1.34,26.0
20220828KTNC0,벤자민,신민혁,2.7,4.04,3.1,1.02,17.0,4.56,4.12,1.6,1.34,23.0
20220828OBHT0,최원준,파노니,3.6,4.41,2.73,1.33,30.0,2.72,3.27,2.44,1.23,14.0
20220830LTWO0,반즈,윤정현,3.62,3.21,4.46,1.2,31.0,6.35,5.15,0.01,1.72,2.0
20220831HTHH0,양현종,라미레즈,3.85,3.66,2.93,1.25,30.0,4.13,4.8,1.13,1.36,13.0
20220831NCLG0,루친스키,이민호,2.97,2.8,4.99,1.13,31.0,5.51,4.95,0.43,1.58,26.0
20220831SKSS0,폰트,수아레즈,2.69,3.31,5.78,0.95,28.0,2.49,2.94,5.54,1.16,29.0
20220831OBKT0,브랜든,고영표,3.6,4.35,1.29,1.23,11.0,3.26,2.75,5.43,1.17,28.0
20220831LTWO0,박세웅,애플러,3.89,2.84,2.82,1.34,28.0,4.3,4.37,2.14,1.51,25.0
20220901LTOB0,나균안,스탁,3.98,2.73,2.12,1.38,13.0,3.6,4.09,2.07,1.48,29.0
20220901NCSK0,송명기,박종훈,4.51,4.75,0.94,1.58,22.0,6.0,5.06,0.05,1.52,11.0
20220901LGKT0,켈리,엄상백,2.54,2.89,5.47,1.08,27.0,2.95,3.6,4.19,1.22,22.0
20220901SSHT0,원태인,이의리,3.92,3.72,3.8,1.29,27.0,3.86,4.23,2.21,1.31,28.0
20220901HHWO0,장민재,안우진,3.55,4.74,2.89,1.29,25.0,2.11,2.09,7.77,0.95,30.0
20220902LTOB0,스트레일리,박신지,2.31,3.93,1.9,1.22,11.0,6.71,5.86,-0.76,2.01,9.0
20220902NCSK0,더모디,모리만도,4.54,3.92,0.13,1.39,8.0,1.67,2.99,3.09,1.06,12.0
20220902LGKT0,김윤식,소형준,3.31,3.29,2.83,1.33,23.0,3.05,3.41,4.75,1.15,27.0
20220902SSHT0,최하늘,놀린,6.15,5.78,0.14,1.69,5.0,2.47,3.05,4.11,1.12,21.0
20220902HHWO0,페냐,요키시,3.72,3.39,1.31,1.37,13.0,2.57,2.86,5.74,1.09,30.0
20220903NCHH0,구창모,남지민,2.1,3.03,4.3,1.08,19.0,6.37,5.51,-0.19,1.73,20.0
20220903SSOB0,백정현,최원준,5.27,5.62,1.18,1.53,24.0,3.6,4.41,2.73,1.33,30.0
20220903WOSK0,한현희,오원석,4.75,4.54,0.91,1.38,14.0,4.5,4.48,2.11,1.5,24.0
20220903KTHT0,데스파이네,파노니,4.53,3.98,2.22,1.51,29.0,2.72,3.27,2.44,1.23,14.0
20220904NCHH0,신민혁,김민우,4.56,4.12,1.6,1.34,23.0,4.36,4.61,2.86,1.39,29.0
20220904LGLT0,플럿코,반즈,2.39,3.19,5.29,1.01,28.0,3.62,3.21,4.46,1.2,31.0
20220904KTHT0,벤자민,임기영,2.7,4.04,3.1,1.02,17.0,4.24,4.81,2.44,1.34,23.0
20220906SKLG0,김광현,이민호,2.13,3.14,6.63,1.07,28.0,5.51,4.95,0.43,1.58,26.0
20220906WOSS0,애플러,뷰캐넌,4.3,4.37,2.14,1.51,25.0,3.04,3.61,4.85,1.34,26.0
20220906OBNC0,브랜든,루친스키,3.6,4.35,1.29,1.23,11.0,2.97,2.8,4.99,1.13,31.0
20220906HHKT0,라미레즈,고영표,4.13,4.8,1.13,1.36,13.0,3.26,2.75,5.43,1.17,28.0
20220906HTLT0,양현종,박세웅,3.85,3.66,2.93,1.25,30.0,3.89,2.84,2.82,1.34,28.0
20220907WOSS0,주승우,수아레즈,10.8,10.86,-0.15,3.6,1.0,2.49,2.94,5.54,1.16,29.0
20220907OBNC0,스탁,송명기,3.6,4.09,2.07,1.48,29.0,4.51,4.75,0.94,1.58,22.0
20220907HHKT0,장민재,엄상백,3.55,4.74,2.89,1.29,25.0,2.95,3.6,4.19,1.22,22.0
20220907HTLT0,한승혁,스트레일리,5.27,4.0,0.08,1.74,16.0,2.31,3.93,1.9,1.22,11.0
20220908HHOB0,페냐,곽빈,3.72,3.39,1.31,1.37,13.0,3.78,3.99,2.8,1.37,27.0
20220908HTSK0,놀린,모리만도,2.47,3.05,4.11,1.12,21.0,1.67,2.99,3.09,1.06,12.0
20220908LTSS0,나균안,원태인,3.98,2.73,2.12,1.38,13.0,3.92,3.72,3.8,1.29,27.0
20220908NCKT0,더모디,소형준,4.54,3.92,0.13,1.39,8.0,3.05,3.41,4.75,1.15,27.0
20220908LGWO0,임찬규,요키시,5.04,4.5,0.89,1.47,23.0,2.57,2.86,5.74,1.09,30.0
20220909HHOB0,남지민,최원준,6.37,5.51,-0.19,1.73,20.0,3.6,4.41,2.73,1.33,30.0
20220909HTSK0,파노니,오원석,2.72,3.27,2.44,1.23,14.0,4.5,4.48,2.11,1.5,24.0
20220909LTSS0,이인복,백정현,4.19,3.78,2.6,1.44,23.0,5.27,5.62,1.18,1.53,24.0
20220909NCKT0,구창모,데스파이네,2.1,3.03,4.3,1.08,19.0,4.53,3.98,2.22,1.51,29.0
20220909LGWO0,김윤식,한현희,3.31,3.29,2.83,1.33,23.0,4.75,4.54,0.91,1.38,14.0
20220910HTOB0,임기영,최승용,4.24,4.81,2.44,1.34,23.0,5.3,4.58,0.62,1.58,15.0
20220910SKHH0,박종훈,김민우,6.0,5.06,0.05,1.52,11.0,4.36,4.61,2.86,1.39,29.0
20220910NCLT0,신민혁,반즈,4.56,4.12,1.6,1.34,23.0,3.62,3.21,4.46,1.2,31.0
20220910LGSS0,플럿코,최하늘,2.39,3.19,5.29,1.01,28.0,6.15,5.78,0.14,1.69,5.0
20220910KTWO0,벤자민,정찬헌,2.7,4.04,3.1,1.02,17.0,5.36,5.56,0.38,1.53,20.0
20220911SKHH0,김광현,라미레즈,2.13,3.14,6.63,1.07,28.0,4.13,4.8,1.13,1.36,13.0
20220911HTOB0,양현종,브랜든,3.85,3.66,2.93,1.25,30.0,3.6,4.35,1.29,1.23,11.0
20220911NCLT0,루친스키,박세웅,2.97,2.8,4.99,1.13,31.0,3.89,2.84,2.82,1.34,28.0
20220911LGSS0,이민호,뷰캐넌,5.51,4.95,0.43,1.58,26.0,3.04,3.61,4.85,1.34,26.0
20220911KTWO0,고영표,애플러,3.26,2.75,5.43,1.17,28.0,4.3,4.37,2.14,1.51,25.0
20220913KTHH0,엄상백,장민재,2.95,3.6,4.19,1.22,22.0,3.55,4.74,2.89,1.29,25.0
20220913LGOB0,켈리,박신지,2.54,2.89,5.47,1.08,27.0,6.71,5.86,-0.76,2.01,9.0
20220913SKLT0,폰트,스트레일리,2.69,3.31,5.78,0.95,28.0,2.31,3.93,1.9,1.22,11.0
20220913SSNC0,수아레즈,송명기,2.49,2.94,5.54,1.16,29.0,4.51,4.75,0.94,1.58,22.0
20220913WOHT0,안우진,이의리,2.11,2.09,7.77,0.95,30.0,3.86,4.23,2.21,1.31,28.0
20220914KTHH0,데스파이네,페냐,4.53,3.98,2.22,1.51,29.0,3.72,3.39,1.31,1.37,13.0
20220914LGOB0,임찬규,곽빈,5.04,4.5,0.89,1.47,23.0,3.78,3.99,2.8,1.37,27.0
20220914SKLT0,모리만도,나균안,1.67,2.99,3.09,1.06,12.0,3.98,2.73,2.12,1.38,13.0
20220914SSNC0,원태인,더모디,3.92,3.72,3.8,1.29,27.0,4.54,3.92,0.13,1.39,8.0
20220914WOHT0,요키시,놀린,2.57,2.86,5.74,1.09,30.0,2.47,3.05,4.11,1.12,21.0
20220915KTLG0,소형준,김윤식,3.05,3.41,4.75,1.15,27.0,3.31,3.29,2.83,1.33,23.0
20220915WOLT0,한현희,이인복,4.75,4.54,0.91,1.38,14.0,4.19,3.78,2.6,1.44,23.0
20220915OBSS0,최원준,백정현,3.6,4.41,2.73,1.33,30.0,5.27,5.62,1.18,1.53,24.0
20220915SKNC0,오원석,구창모,4.5,4.48,2.11,1.5,24.0,2.1,3.03,4.3,1.08,19.0
20220915HHHT0,남지민,파노니,6.37,5.51,-0.19,1.73,20.0,2.72,3.27,2.44,1.23,14.0
20220916WOLT0,정찬헌,반즈,5.36,5.56,0.38,1.53,20.0,3.62,3.21,4.46,1.2,31.0
20220916OBSS0,최승용,허윤동,5.3,4.58,0.62,1.58,15.0,6.55,6.13,0.03,1.78,12.0
20220916SKNC0,박종훈,신민혁,6.0,5.06,0.05,1.52,11.0,4.56,4.12,1.6,1.34,23.0
20220916HHHT0,김민우,양현종,4.36,4.61,2.86,1.39,29.0,3.85,3.66,2.93,1.25,30.0
20220917HHLG0,김기중,이민호,6.0,9.18,-0.14,2.08,3.0,5.51,4.95,0.43,1.58,26.0
