Id,Name,Birthdate,Handedness,School,Draft,Year,Team,Age,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
11098,김인태,1994년 07월 03일,좌투좌타,포철서초-천안북중-북일고,13 두산 1라운드 4순위,2025,두산,31,LF,106,0.79,0.02,225,225,183,17,39,10,1,3,60,25,0,1,36,5,0,57,2,0,1,0.213,0.356,0.328,0.684,0.126,107.2,0.8
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2016,두산,22,RF,2,-0.05,0.0,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,-0.024,-15.7,-0.05
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2017,두산,23,RF,2,-0.05,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.187,-159.6,-0.05
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2018,두산,24,RF,31,0.33,-0.06,66,66,58,13,17,3,0,2,26,11,1,0,6,2,0,18,2,0,0,0.293,0.379,0.448,0.827,0.156,116.6,0.27
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2018,NC,24,RF,40,-0.7,0.1,133,132,119,11,23,6,0,2,35,13,0,2,10,2,0,39,4,1,1,0.193,0.265,0.294,0.559,0.052,36.6,-0.6
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2019,NC,25,LF,28,0.3,0.11,81,80,71,12,19,3,0,3,31,12,0,0,7,0,0,18,1,1,2,0.268,0.325,0.437,0.762,0.124,101.5,0.41
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2019,KIA,25,LF,32,-0.3,-0.29,87,87,80,7,14,1,0,3,24,10,0,0,5,2,0,22,2,0,0,0.175,0.241,0.3,0.541,0.051,42.7,-0.59
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2020,KIA,26,LF,48,-0.28,-0.06,67,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,0.203,0.299,0.22,0.519,0.055,41.0,-0.34
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2021,KIA,27,LF,65,-0.22,0.18,100,99,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,0.2,0.303,0.259,0.562,0.067,55.0,-0.04
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2022,KIA,28,LF,80,0.41,-0.51,137,133,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,0.292,0.361,0.375,0.736,0.127,110.9,-0.09
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2023,KIA,29,RF,126,2.0,0.38,400,393,355,39,107,17,0,8,148,58,8,1,31,5,4,81,10,6,3,0.301,0.363,0.417,0.78,0.141,122.4,2.37
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2024,KIA,30,1B,112,0.73,-0.55,449,449,399,56,115,16,1,9,160,54,7,1,44,3,0,89,17,0,3,0.288,0.361,0.401,0.762,0.134,99.8,0.18
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2025,KIA,31,LF,56,-0.05,-0.47,176,176,155,11,34,10,1,2,52,15,0,0,18,2,0,37,4,0,1,0.219,0.307,0.335,0.642,0.095,80.2,-0.52
11099,이우성,1994년 07월 17일,우투우타,대전유천초-한밭중-대전고,13 두산 2라운드 15순위,2025,NC,31,LF,49,0.27,-0.1,161,160,145,17,41,12,0,1,56,18,2,1,13,0,0,29,4,1,2,0.283,0.338,0.386,0.724,0.119,95.3,0.17
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2014,삼성,25,C,88,0.35,-0.22,155,151,132,21,30,4,1,1,39,17,1,0,14,5,0,24,0,4,0,0.227,0.325,0.295,0.62,0.09,64.3,0.14
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2015,삼성,26,C,71,-0.17,0.13,108,107,105,16,25,7,0,1,35,17,2,1,1,1,0,22,1,1,0,0.238,0.252,0.333,0.585,0.047,36.2,-0.04
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2016,삼성,27,C,85,0.54,-0.57,174,165,150,20,39,11,0,6,68,25,0,0,8,5,0,41,4,9,2,0.26,0.315,0.453,0.768,0.117,80.1,-0.02
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2018,두산,29,C,7,-0.24,-0.07,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.189,-136.8,-0.31
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2019,두산,30,C,27,0.27,0.06,44,44,42,3,13,2,1,0,17,5,0,0,2,0,0,12,1,0,0,0.31,0.341,0.405,0.746,0.125,110.8,0.33
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2020,두산,31,C,2,-0.04,0.02,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,-0.181,-159.7,-0.02
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2020,SK,31,C,47,-0.11,-0.25,130,130,124,6,30,1,0,3,40,19,0,0,6,0,0,28,5,0,0,0.242,0.277,0.323,0.6,0.069,50.9,-0.36
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2021,SSG,32,C,90,0.56,-0.17,146,144,127,15,30,3,0,3,42,14,0,0,12,5,0,31,4,2,0,0.236,0.326,0.331,0.657,0.1,79.2,0.38
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2022,SSG,33,C,22,-0.13,0.05,55,52,45,4,6,2,0,0,8,1,0,0,5,2,0,22,2,3,0,0.133,0.25,0.178,0.428,0.031,25.3,-0.08
11108,이흥련,1989년 05월 16일,우투우타,상탑초-매송중-야탑고-홍익대,13 삼성 5라운드 47순위,2023,SSG,34,C,16,-0.07,-0.24,17,16,14,1,1,0,0,1,4,2,0,0,2,0,0,6,0,1,0,0.071,0.188,0.286,0.474,0.024,21.0,-0.31
11109,김성표,1994년 03월 17일,우투우타,포이초-대치중-휘문고-열린사이버대학,13 삼성 6라운드 50순위,2020,삼성,26,2B,15,-0.1,-0.01,8,8,8,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.125,0.125,0.125,0.25,-0.078,-55.2,-0.1
11109,김성표,1994년 03월 17일,우투우타,포이초-대치중-휘문고-열린사이버대학,13 삼성 6라운드 50순위,2021,삼성,27,2B,39,0.34,-0.19,24,23,18,10,6,0,0,0,6,1,2,1,5,0,0,7,0,1,0,0.333,0.478,0.333,0.811,0.183,144.6,0.15
11109,김성표,1994년 03월 17일,우투우타,포이초-대치중-휘문고-열린사이버대학,13 삼성 6라운드 50순위,2022,삼성,28,CF,17,-0.24,-0.12,18,18,17,5,2,0,0,0,2,0,2,0,1,0,0,5,0,0,0,0.118,0.167,0.118,0.285,-0.041,-32.7,-0.36
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2013,삼성,19,3B,8,-0.09,0.05,22,21,21,3,4,1,0,1,8,2,0,0,0,0,0,5,1,1,0,0.19,0.19,0.381,0.571,-0.094,27.3,-0.04
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2014,삼성,20,3B,5,-0.07,0.02,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.196,-140.4,-0.05
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2017,KT,23,3B,124,2.11,-0.39,399,393,350,45,105,20,3,6,149,42,4,2,18,22,0,69,14,6,3,0.3,0.369,0.426,0.795,0.145,105.6,1.72
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2018,KT,24,3B,65,0.06,-0.31,132,126,117,16,31,7,0,2,44,9,3,0,9,0,0,28,3,6,0,0.265,0.317,0.376,0.693,0.101,70.1,-0.25
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2019,KT,25,SS,4,-0.15,-0.15,11,11,10,0,1,0,0,0,1,1,0,0,1,0,0,3,1,0,0,0.1,0.182,0.1,0.282,-0.035,-29.7,-0.29
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2019,SK,25,SS,23,-0.31,0.19,34,34,28,3,2,0,0,0,2,1,1,1,5,0,0,14,0,0,1,0.071,0.206,0.071,0.277,-0.024,-19.6,-0.12
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2020,SK,26,SS,89,-0.49,-0.19,128,125,112,14,17,4,0,2,27,4,0,2,11,2,0,34,3,3,0,0.152,0.24,0.241,0.481,0.029,21.8,-0.68
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2021,SSG,27,SS,12,0.13,-0.1,29,27,21,5,4,2,0,0,6,0,0,0,3,3,0,4,1,2,0,0.19,0.37,0.286,0.656,0.119,95.2,0.02
11111,정현,1994년 06월 01일,우투우타,수영초-대천중-부산고,13 삼성 1라운드 8순위,2021,NC,27,SS,56,0.19,-0.14,120,114,96,9,22,3,1,0,27,7,0,1,14,4,0,20,6,6,0,0.229,0.351,0.281,0.632,0.101,79.5,0.05
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2013,한화,19,C,24,-0.59,-0.16,38,37,33,2,1,0,0,0,1,2,0,0,3,1,0,12,0,1,0,0.03,0.135,0.03,0.165,-0.213,-71.1,-0.76
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2016,KIA,22,C,27,-0.24,-0.13,30,29,28,1,5,0,0,0,5,5,0,0,1,0,0,8,0,1,0,0.179,0.207,0.179,0.386,-0.023,-17.2,-0.37
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2017,KIA,23,C,96,-0.15,0.24,91,90,83,7,19,2,1,0,23,7,0,0,6,1,0,25,1,1,0,0.229,0.289,0.277,0.566,0.055,41.4,0.08
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2018,KIA,24,C,61,0.2,0.56,101,98,89,10,22,6,0,3,37,15,0,0,7,2,0,24,4,3,0,0.247,0.316,0.416,0.732,0.113,79.2,0.76
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2019,KIA,25,C,105,0.4,-0.18,288,281,251,22,56,9,1,3,76,27,1,0,27,1,1,82,8,7,2,0.223,0.299,0.303,0.602,0.077,65.1,0.22
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2020,KIA,26,C,83,0.67,-0.18,262,253,226,22,51,6,0,9,84,29,0,0,21,6,0,58,7,9,0,0.226,0.308,0.372,0.68,0.1,75.8,0.49
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2021,KIA,27,C,82,0.78,0.3,239,234,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,0.217,0.321,0.296,0.617,0.088,72.1,1.08
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2022,KIA,28,C,66,-0.17,0.08,119,115,102,11,18,2,0,1,23,12,0,0,9,3,0,30,2,4,1,0.176,0.261,0.225,0.486,0.042,36.6,-0.1
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2023,KIA,29,C,49,-0.44,-0.11,104,98,85,6,11,2,0,0,13,3,0,0,11,2,0,32,1,6,0,0.129,0.245,0.153,0.398,0.017,15.0,-0.55
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2024,KIA,30,C,20,0.11,-0.17,15,15,11,2,3,0,0,0,3,2,0,0,4,0,0,1,0,0,0,0.273,0.467,0.273,0.74,0.171,128.3,-0.07
11119,한승택,1994년 06월 21일,우투우타,남양주-잠신중-덕수고,13 한화 3라운드 23순위,2025,KIA,31,C,15,0.02,0.06,23,23,21,3,5,1,0,0,6,0,0,0,1,1,0,7,1,0,0,0.238,0.304,0.286,0.59,0.073,63.0,0.08
11121,조정원,1990년 08월 10일,우투우타,금평초-장성중-야탑고-건국대,13 한화 5라운드 41순위,2013,한화,23,SS,43,-0.07,-0.05,57,55,47,5,9,0,0,0,9,2,4,1,8,0,0,14,1,2,0,0.191,0.309,0.191,0.5,-0.082,36.7,-0.12
11121,조정원,1990년 08월 10일,우투우타,금평초-장성중-야탑고-건국대,13 한화 5라운드 41순위,2014,한화,24,SS,20,-0.66,-0.16,58,57,56,2,7,1,1,0,10,6,0,0,0,0,0,10,2,1,1,0.125,0.123,0.179,0.302,-0.064,-46.4,-0.82
11121,조정원,1990년 08월 10일,우투우타,금평초-장성중-야탑고-건국대,13 한화 5라운드 41순위,2015,한화,25,SS,2,-0.02,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.186,-139.0,-0.05
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2013,한화,19,CF,11,0.11,-0.03,21,21,20,1,6,3,0,0,9,4,0,1,1,0,0,6,1,0,0,0.3,0.333,0.45,0.783,0.003,105.1,0.08
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2014,한화,20,CF,39,-0.22,0.27,70,66,64,7,17,1,0,1,21,7,1,1,1,1,0,10,1,4,0,0.266,0.288,0.328,0.616,0.065,44.2,0.05
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2015,한화,21,CF,42,0.07,0.02,141,130,114,17,29,4,0,2,39,8,5,2,10,6,0,27,4,11,0,0.254,0.346,0.342,0.688,0.108,80.0,0.08
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2016,한화,22,CF,51,-0.27,-0.06,85,82,76,7,18,2,1,0,22,11,0,0,4,2,0,16,1,3,0,0.237,0.293,0.289,0.582,0.062,44.5,-0.33
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2019,한화,25,CF,7,-0.18,-0.09,12,11,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0.1,0.182,0.1,0.282,-0.035,-30.1,-0.27
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2020,한화,26,CF,24,-0.14,-0.06,29,29,27,5,4,1,0,1,8,4,0,0,2,0,0,9,0,0,0,0.148,0.207,0.296,0.503,0.024,18.9,-0.21
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2021,한화,27,CF,103,-0.36,0.52,338,331,285,36,67,10,0,0,77,28,3,6,36,7,0,77,7,7,3,0.235,0.332,0.27,0.602,0.085,70.9,0.16
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2022,한화,28,RF,57,0.12,0.34,146,143,122,12,29,3,0,1,35,15,0,2,17,3,1,24,2,2,2,0.238,0.34,0.287,0.627,0.096,82.1,0.47
11122,장운호,1994년 02월 20일,우투우타,중대초-배명중-배재고,13 한화 6라운드 56순위,2023,한화,29,RF,4,0.03,-0.13,11,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.222,0.364,0.222,0.586,0.096,82.5,-0.1
11123,임세업,1983년 09월 01일,우투우타,이수초-자이언츠-서울이수중-서울고,02 삼성 2차 7라운드 56순위,2013,한화,30,LF,5,-0.07,0.02,8,7,7,0,2,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0.286,0.286,0.286,0.572,-0.083,41.3,-0.05
11131,김민준,1994년 02월 12일,우투우타,군산남초-온양중-북일고,13 넥센 3라운드 22순위,2015,넥센,21,CF,2,0.02,-0.01,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.17,117.9,0.01
11131,김민준,1994년 02월 12일,우투우타,군산남초-온양중-북일고,13 넥센 3라운드 22순위,2016,넥센,22,CF,20,-0.2,-0.11,13,13,12,4,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0.083,0.154,0.083,0.237,-0.075,-54.8,-0.31
11131,김민준,1994년 02월 12일,우투우타,군산남초-온양중-북일고,13 넥센 3라운드 22순위,2017,넥센,23,CF,12,-0.07,-0.13,5,4,4,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0.0,0.2,0.0,0.2,-0.1,-75.1,-0.19
11131,김민준,1994년 02월 12일,우투우타,군산남초-온양중-북일고,13 넥센 3라운드 22순위,2020,SK,26,CF,12,-0.14,-0.12,5,4,4,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,-0.181,-130.3,-0.27
11132,안태영,1985년 03월 15일,우투좌타,봉천초-강남중-선린고,04 삼성 2차 7라운드 52순위,2013,넥센,28,DH,12,0.39,-0.06,37,37,34,3,12,2,0,1,17,3,0,0,1,2,0,14,0,0,0,0.353,0.405,0.5,0.905,0.048,142.9,0.33
11132,안태영,1985년 03월 15일,우투좌타,봉천초-강남중-선린고,04 삼성 2차 7라운드 52순위,2014,넥센,29,DH,41,0.54,0.17,80,80,63,12,17,6,0,1,26,9,1,0,7,10,0,21,3,0,0,0.27,0.425,0.413,0.838,0.198,133.5,0.71
11134,유영준,1994년 07월 13일,우투우타,이수초-홍은중-덕수고,13 NC 5라운드 48순위,2017,NC,23,1B,2,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.187,-142.3,-0.02
11134,유영준,1994년 07월 13일,우투우타,이수초-홍은중-덕수고,13 NC 5라운드 48순위,2019,NC,25,1B,3,-0.1,0.11,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.164,-155.1,0.01
11134,유영준,1994년 07월 13일,우투우타,이수초-홍은중-덕수고,13 NC 5라운드 48순위,2020,NC,26,1B,4,-0.07,-0.02,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.181,-129.9,-0.09
11135,윤형준,1994년 01월 31일,우투우타,서림초-무등중-진흥고,13 NC 4라운드 31순위,2018,LG,24,1B,11,-0.29,0.09,23,23,23,0,5,1,0,0,6,3,0,0,0,0,0,9,0,0,0,0.217,0.217,0.261,0.478,0.006,4.4,-0.2
11135,윤형준,1994년 01월 31일,우투우타,서림초-무등중-진흥고,13 NC 4라운드 31순위,2021,NC,27,1B,51,0.08,-0.31,81,78,74,10,22,0,0,5,37,10,0,1,3,0,0,17,2,3,1,0.297,0.321,0.5,0.821,0.14,112.9,-0.24
11135,윤형준,1994년 01월 31일,우투우타,서림초-무등중-진흥고,13 NC 4라운드 31순위,2022,NC,28,1B,35,-0.45,0.12,69,69,67,5,14,1,0,1,18,5,1,0,1,1,0,21,1,0,0,0.209,0.232,0.269,0.501,0.032,26.5,-0.34
11135,윤형준,1994년 01월 31일,우투우타,서림초-무등중-진흥고,13 NC 4라운드 31순위,2023,NC,29,1B,82,-0.22,0.29,236,234,218,17,55,12,1,5,84,27,1,1,10,3,0,58,6,2,3,0.252,0.291,0.385,0.676,0.096,81.1,0.08
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2013,NC,20,2B,32,0.16,-0.33,47,47,41,10,11,1,0,0,12,6,9,2,5,0,0,6,3,0,1,0.268,0.34,0.293,0.633,-0.045,65.0,-0.16
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2014,NC,21,2B,118,2.94,0.26,491,487,416,87,124,21,9,1,166,40,50,10,56,11,0,89,5,4,4,0.298,0.392,0.399,0.791,0.143,105.6,3.2
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2015,NC,22,2B,141,4.39,0.64,617,614,520,111,158,31,6,3,210,47,46,16,73,14,0,108,4,3,7,0.304,0.399,0.404,0.803,0.15,116.0,5.03
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2016,NC,23,2B,121,4.01,-0.01,515,504,435,84,149,16,6,3,186,55,20,6,55,8,1,70,9,10,7,0.343,0.42,0.428,0.848,0.17,124.2,4.0
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2017,NC,24,2B,106,5.06,-0.17,452,449,388,84,141,25,4,3,183,47,11,1,46,11,0,51,8,3,4,0.363,0.441,0.472,0.913,0.192,143.7,4.89
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2018,NC,25,2B,115,2.81,-0.12,460,456,411,68,133,22,5,5,180,33,17,5,32,10,3,51,4,3,4,0.324,0.383,0.438,0.821,0.151,107.6,2.69
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2019,NC,26,2B,125,4.95,0.3,526,523,468,89,161,23,8,1,203,45,18,7,41,9,1,40,10,2,6,0.344,0.403,0.434,0.837,0.162,132.9,5.26
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2020,NC,27,2B,126,4.65,0.79,530,526,467,82,161,27,5,8,222,63,13,6,36,15,2,48,12,2,10,0.345,0.402,0.475,0.877,0.176,131.0,5.45
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2021,NC,28,2B,50,1.13,0.48,215,211,180,30,47,5,3,1,61,18,12,3,22,7,0,23,4,4,2,0.261,0.36,0.339,0.699,0.119,94.8,1.61
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2022,NC,29,2B,104,2.69,0.14,451,440,390,61,104,22,1,4,140,38,21,4,42,10,5,55,7,6,3,0.267,0.351,0.359,0.71,0.12,101.2,2.83
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2023,NC,30,2B,124,4.17,0.36,509,501,452,76,143,20,7,2,183,46,26,7,40,9,3,57,13,5,3,0.316,0.381,0.405,0.786,0.146,123.4,4.53
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2024,NC,31,2B,121,4.26,0.58,528,520,457,75,150,26,2,8,204,50,32,7,54,9,4,79,5,4,4,0.328,0.406,0.446,0.852,0.172,129.6,4.85
11137,박민우,1993년 02월 06일,우투좌타,마포초-용산-선린중-휘문고,12 NC 1라운드 9순위,2025,NC,32,2B,117,3.72,0.66,468,461,404,64,122,25,8,3,172,67,28,8,44,12,5,64,5,4,4,0.302,0.384,0.426,0.81,0.152,123.3,4.38
11138,마낙길,1989년 06월 22일,우투우타,일산서구-언북중-충암고-경희대,12 NC 9라운드 86순위,2013,NC,24,LF,24,0.02,-0.12,31,30,29,5,9,1,0,0,10,0,2,2,1,0,0,5,0,1,0,0.31,0.333,0.345,0.678,-0.035,74.5,-0.1
11138,마낙길,1989년 06월 22일,우투우타,일산서구-언북중-충암고-경희대,12 NC 9라운드 86순위,2014,NC,25,LF,2,0.01,0.07,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.149,105.2,0.08
11141,최재원,1990년 07월 30일,우투우타,무학초-마산중-마산고-연세대,13 NC 8라운드 67순위,2013,NC,23,2B,52,-0.29,-0.02,56,55,45,4,6,2,0,0,8,3,2,1,10,0,0,18,1,1,0,0.133,0.291,0.178,0.469,-0.075,40.8,-0.31
11141,최재원,1990년 07월 30일,우투우타,무학초-마산중-마산고-연세대,13 NC 8라운드 67순위,2014,NC,24,2B,2,0.01,-0.07,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.149,100.3,-0.06
11141,최재원,1990년 07월 30일,우투우타,무학초-마산중-마산고-연세대,13 NC 8라운드 67순위,2015,NC,25,2B,114,0.47,0.36,102,101,85,31,21,8,0,2,35,13,14,5,10,6,0,29,1,1,0,0.247,0.366,0.412,0.778,0.143,109.3,0.83
11141,최재원,1990년 07월 30일,우투우타,무학초-마산중-마산고-연세대,13 NC 8라운드 67순위,2016,삼성,26,2B,28,1.05,-0.05,105,103,81,20,27,3,0,4,42,16,3,1,17,3,0,17,2,2,2,0.333,0.456,0.519,0.975,0.21,143.5,0.99
11141,최재원,1990년 07월 30일,우투우타,무학초-마산중-마산고-연세대,13 NC 8라운드 67순위,2017,LG,27,2B,69,-0.43,-0.16,159,156,142,20,33,4,1,1,42,12,3,3,8,3,0,34,2,3,3,0.232,0.282,0.296,0.578,0.056,43.8,-0.59
11141,최재원,1990년 07월 30일,우투우타,무학초-마산중-마산고-연세대,13 NC 8라운드 67순위,2020,LG,30,2B,6,-0.17,0.08,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0.0,-0.181,-144.6,-0.09
11145,김태우,1989년 07월 23일,우투우타,이수초-성남중-성남고-단국대,12 NC 특별 19순위,2013,NC,24,C,7,-0.32,-0.12,14,14,13,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0.0,0.071,0.0,0.071,-0.253,-108.9,-0.44
11145,김태우,1989년 07월 23일,우투우타,이수초-성남중-성남고-단국대,12 NC 특별 19순위,2014,NC,25,C,5,-0.02,0.03,5,5,5,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0.4,0.6,0.037,25.8,0.01
11145,김태우,1989년 07월 23일,우투우타,이수초-성남중-성남고-단국대,12 NC 특별 19순위,2017,NC,28,C,3,0.06,-0.22,7,7,7,0,3,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0.429,0.429,0.429,0.858,0.168,119.9,-0.17
11146,강구성,1993년 06월 09일,우투좌타,관산초-부천중-야탑고,12 NC 특별 21순위,2013,NC,20,LF,2,-0.06,-0.04,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.291,-141.2,-0.1
